cod,mpio_name,ADO|EU/LWAL+DNO,CR+PC/LWAL+DUL,CR/LINF+DNO,CR/LINF+DUL,CR/LWAL+DUL,MATO/LN,MCF/LWAL+DNO,MCF/LWAL+DUL,MR/LWAL+DUL,MUR+ST/LWAL+DNO,MUR/LWAL+DNO,UNK,W+WO/LN+DNO,CR/LINF+DUH,CR/LWAL+DUH,MCF/LWAL+DUH,MR/LWAL+DUH,CR/LINF+DUM,CR/LWAL+DUM,MCF/LWAL+DUM,MR/LWAL+DUM
15514,Paez,27,20,0,0,2,0,29,0,0,12,309,119,18,0,0,0,0,0,0,0,0
15516,Paipa,57,40,0,0,13,0,338,0,0,143,3976,1001,4,0,0,0,0,0,0,0,0
15518,Pajarito,0,0,0,0,0,0,21,0,0,11,287,64,7,0,0,0,0,0,0,0,0
15522,Panqueba,16,2,0,0,0,0,11,0,0,7,142,48,0,0,0,0,0,0,0,0,0
15531,Pauna,0,5,0,0,1,1,37,0,0,24,491,65,23,0,0,0,0,0,0,0,0
15533,Paya,57,0,0,0,0,0,4,0,0,3,67,36,3,0,0,0,0,0,0,0,0
15537,Paz de Rio,12,1,0,0,1,0,41,0,0,21,555,142,0,0,0,0,0,0,0,0,0
15542,Pesca,8,0,0,0,0,0,5,0,0,3,85,10,1,0,0,0,0,0,0,0,0
15550,Pisba,47,1,0,0,0,0,6,0,0,3,87,52,5,0,0,0,0,0,0,0,0
15572,Puerto Boyaca,7,30,0,0,0,1,0,0,0,10,39,2159,1219,0,0,0,0,0,0,0,0
15580,Quipama,1,1,0,0,0,0,18,0,0,11,243,66,74,0,0,0,0,0,0,0,0
15599,Ramiriqui,32,1,0,0,3,0,74,0,0,35,888,351,5,0,0,0,0,0,0,0,0
15600,Raquira,37,7,0,0,0,0,31,0,0,20,431,63,3,0,0,0,0,0,0,0,0
15621,Rondon,6,1,0,0,0,0,11,0,0,4,129,72,1,0,0,0,0,0,0,0,0
15632,Saboya,42,2,0,0,5,0,27,0,0,8,207,54,0,0,0,0,0,0,0,0,0
15638,Sachica,9,4,0,0,0,0,35,0,0,16,473,78,1,0,0,0,0,0,0,0,0
15646,Samaca,22,15,0,0,2,0,103,0,0,46,1256,132,2,0,0,0,0,0,0,0,0
15660,San Eduardo,16,0,0,0,1,0,15,0,0,10,180,62,2,0,0,0,0,0,0,0,0
15664,San Jose de Pare,1,3,0,0,0,0,15,0,0,7,206,32,10,0,0,0,0,0,0,0,0
15667,San Luis de Gaceno,11,11,0,0,3,0,48,0,0,28,573,157,14,0,0,0,0,0,0,0,0
15673,San Mateo,57,0,0,0,0,0,17,0,0,11,256,142,1,0,0,0,0,0,0,0,0
15676,San Miguel de Sema,10,0,0,0,0,0,5,0,0,4,80,24,0,0,0,0,0,0,0,0,0
15681,San Pablo de Borbur,0,7,0,0,0,0,5,0,0,3,78,20,86,0,0,0,0,0,0,0,0
15686,Santana,7,8,0,0,2,1,50,0,0,27,645,115,12,0,0,0,0,0,0,0,0
15690,Santa Maria,2,4,0,0,0,0,35,0,0,21,486,86,11,0,0,0,0,0,0,0,0
15693,Santa Rosa de Viterbo,58,2,0,0,8,0,164,0,0,68,1858,182,2,0,0,0,0,0,0,0,0
15696,Santa Sofia,19,1,0,0,1,0,14,0,0,8,163,87,1,0,0,0,0,0,0,0,0
15720,Sativanorte,69,0,0,0,0,0,8,0,0,6,138,224,0,0,0,0,0,0,0,0,0
15723,Sativasur,19,1,0,0,0,0,3,0,0,1,48,41,0,0,0,0,0,0,0,0,0
15740,Siachoque,19,0,0,0,0,0,13,0,0,9,199,81,0,0,0,0,0,0,0,0,0
15753,Soata,107,4,0,0,16,0,118,0,0,38,1041,203,1,0,0,0,0,0,0,0,0
15755,Socota,76,2,0,0,0,0,16,0,0,10,231,48,0,0,0,0,0,0,0,0,0
15757,Socha,82,4,0,0,1,0,66,0,0,31,845,111,3,0,0,0,0,0,0,0,0
15759,Sogamoso,132,70,4056,0,0,0,1814,0,0,43,12139,1884,19,1013,334,3462,0,0,0,0,0
15761,Somondoco,21,3,0,0,0,0,12,0,0,5,148,74,0,0,0,0,0,0,0,0,0
15762,Sora,17,3,0,0,0,0,6,0,0,3,85,35,0,0,0,0,0,0,0,0,0
15763,Sotaquira,34,1,0,0,0,0,17,0,0,12,239,54,0,0,0,0,0,0,0,0,0
15764,Soraca,3,2,0,0,20,0,63,0,0,8,204,34,3,0,0,0,0,0,0,0,0
15774,Susacon,3,0,0,0,0,0,2,0,0,0,26,3,0,0,0,0,0,0,0,0,0
15776,Sutamarchan,5,1,0,0,0,0,32,0,0,14,381,97,1,0,0,0,0,0,0,0,0
15778,Sutatenza,16,2,0,0,0,0,12,0,0,8,162,59,4,0,0,0,0,0,0,0,0
15790,Tasco,51,0,0,0,0,1,27,0,0,16,373,114,1,0,0,0,0,0,0,0,0
15798,Tenza,46,2,0,0,0,0,18,0,0,10,241,130,0,0,0,0,0,0,0,0,0
15804,Tibana,44,0,0,0,0,0,25,0,0,17,360,102,1,0,0,0,0,0,0,0,0
15806,Tibasosa,32,6,0,0,7,5,89,0,0,33,928,180,8,0,0,0,0,0,0,0,0
15808,Tinjaca,1,35,0,0,0,0,13,0,0,5,158,71,0,0,0,0,0,0,0,0,0
15810,Tipacoque,10,0,0,0,0,0,10,0,0,8,139,22,1,0,0,0,0,0,0,0,0
15814,Toca,36,2,0,0,0,0,40,0,0,22,521,82,3,0,0,0,0,0,0,0,0
15816,Togui,3,0,0,0,0,0,9,0,0,4,113,46,1,0,0,0,0,0,0,0,0
15820,Topaga,68,5,0,0,0,0,19,0,0,10,239,37,0,0,0,0,0,0,0,0,0
15822,Tota,33,0,0,0,0,0,11,0,0,7,154,83,1,0,0,0,0,0,0,0,0
15832,Tunungua,0,0,0,0,0,0,3,0,0,3,54,7,1,0,0,0,0,0,0,0,0
15835,Turmeque,77,13,0,0,0,0,28,0,0,21,391,123,3,0,0,0,0,0,0,0,0
15837,Tuta,18,1,0,0,0,0,36,0,0,18,474,68,1,0,0,0,0,0,0,0,0
15839,Tutaza,3,1,0,0,0,0,2,0,0,0,23,4,0,0,0,0,0,0,0,0,0
15842,Umbita,13,2,0,0,1,0,19,0,0,11,240,65,1,0,0,0,0,0,0,0,0
15861,Ventaquemada,10,4,0,0,1,0,50,0,0,24,616,65,1,0,0,0,0,0,0,0,0
15879,Viracacha,32,0,0,0,0,0,9,0,0,3,97,95,0,0,0,0,0,0,0,0,0
15897,Zetaquira,48,3,0,0,1,0,18,0,0,10,213,80,11,0,0,0,0,0,0,0,0
17001,Manizales,2531,849,10305,0,0,351,6196,0,0,585,27528,3990,958,1930,4647,7811,806,0,0,0,0
17013,Aguadas,487,39,0,0,12,1,158,0,0,80,1745,286,10,0,0,0,0,0,0,0,0
17042,Anserma,811,19,0,0,78,19,395,0,0,112,2769,397,46,0,0,0,0,0,0,0,0
17050,Aranzazu,414,16,0,0,18,4,83,0,0,34,568,111,13,0,0,0,0,0,0,0,0
17088,Belalcazar,223,59,0,0,4,8,40,0,0,23,466,77,15,0,0,0,0,0,0,0,0
17174,Chinchina,104,20,247,0,0,58,1003,0,0,32,4510,456,129,62,1483,1278,0,0,0,0,0
17272,Filadelfia,213,9,0,0,3,8,47,0,0,28,543,71,25,0,0,0,0,0,0,0,0
17380,La Dorada,52,46,698,0,0,6,661,0,0,163,11527,2998,848,0,0,0,0,173,151,3060,0
17388,La Merced,9,2,0,0,0,1,11,0,0,4,110,14,2,0,0,0,0,0,0,0,0
17433,Manzanares,8,5,0,0,32,0,148,0,0,73,1141,239,101,0,0,0,0,0,0,0,0
17442,Marmato,236,18,0,0,3,0,46,0,0,23,547,99,8,0,0,0,0,0,0,0,0
17444,Marquetalia,2,1,0,0,7,0,47,0,0,20,438,25,9,0,0,0,0,0,0,0,0
17446,Marulanda,82,5,0,0,4,0,21,0,0,14,145,156,95,0,0,0,0,0,0,0,0
17486,Neira,702,25,0,0,18,38,181,0,0,77,1623,393,81,0,0,0,0,0,0,0,0
17495,Norcasia,0,1,0,0,2,1,65,0,0,45,922,201,98,0,0,0,0,0,0,0,0
17513,Pacora,583,18,0,0,24,0,150,0,0,67,1300,256,6,0,0,0,0,0,0,0,0
17524,Palestina,77,4,0,0,6,50,129,0,0,74,1628,389,60,0,0,0,0,0,0,0,0
17541,Pensilvania,17,105,0,0,84,0,260,0,0,83,1018,431,653,0,0,0,0,0,0,0,0
17614,Riosucio,463,46,0,0,0,27,0,0,0,14,60,436,71,0,0,0,0,0,0,0,0
17616,Risaralda,258,27,0,0,15,7,85,0,0,42,733,70,24,0,0,0,0,0,0,0,0
17653,Salamina,1100,119,0,0,20,7,117,0,0,70,1029,425,59,0,0,0,0,0,0,0,0
17662,Samana,14,8,0,0,13,2,123,0,0,78,1408,268,139,0,0,0,0,0,0,0,0
17665,San Jose,74,6,0,0,2,2,22,0,0,10,235,119,5,0,0,0,0,0,0,0,0
17777,Supia,185,4,0,0,6,1,194,0,0,97,2425,229,10,0,0,0,0,0,0,0,0
17867,Victoria,0,0,0,0,4,4,88,0,0,59,1239,262,47,0,0,0,0,0,0,0,0
17873,Villamaria,152,64,1641,0,0,75,952,0,0,58,5289,740,162,410,865,1477,0,0,0,0,0
17877,Viterbo,163,5,0,0,38,1,244,0,0,80,2069,221,10,0,0,0,0,0,0,0,0
18001,Florencia,50,104,2306,0,0,12,2784,0,0,425,20572,6622,3806,578,610,5789,0,0,0,0,0
18029,Albania,2,3,0,0,0,0,32,0,0,32,563,225,42,0,0,0,0,0,0,0,0
18094,Belen de Los Andaquies,6,2,0,0,1,0,63,0,0,57,954,137,169,0,0,0,0,0,0,0,0
18150,Cartagena del Chaira,4,72,0,0,7,2,135,0,0,112,1947,840,1257,0,0,0,0,0,0,0,0
18205,Curillo,0,10,0,0,4,0,69,0,0,49,891,368,405,0,0,0,0,0,0,0,0
18247,El Doncello,4,4,0,0,10,0,202,0,0,175,3033,496,405,0,0,0,0,0,0,0,0
18256,El Paujil,1,3,0,0,3,0,103,0,0,82,1577,254,221,0,0,0,0,0,0,0,0
18410,La Montanita,1,37,0,0,3,0,58,0,0,44,825,332,278,0,0,0,0,0,0,0,0
18460,Milan,7,2,0,0,1,0,28,0,0,22,388,414,184,0,0,0,0,0,0,0,0
18479,Morelia,1,0,0,0,0,0,21,0,0,16,309,47,18,0,0,0,0,0,0,0,0
18592,Puerto Rico,4,7,0,0,2,0,175,0,0,166,2907,685,323,0,0,0,0,0,0,0,0
18610,San Jose del Fragua,1,4,0,0,0,1,86,0,0,77,1403,518,461,0,0,0,0,0,0,0,0
18753,San Vicente del Caguan,14,23,0,0,0,1,0,0,0,21,84,1166,1607,0,0,0,0,0,0,0,0
18756,Solano,1,8,0,0,5,0,41,0,0,26,508,235,343,0,0,0,0,0,0,0,0
18785,Solita,1,63,0,0,0,1,25,0,0,21,381,328,453,0,0,0,0,0,0,0,0
18860,Valparaiso,0,7,0,0,0,0,33,0,0,32,557,236,79,0,0,0,0,0,0,0,0
19001,Popayan,381,755,4468,0,0,194,6635,0,0,488,30270,10993,3323,837,721,9170,359,0,0,0,0
19022,Almaguer,391,13,0,0,0,0,17,0,0,14,235,336,4,0,0,0,0,0,0,0,0
19050,Argelia,32,6,0,0,1,2,50,0,0,43,783,54,121,0,0,0,0,0,0,0,0
19075,Balboa,298,4,0,0,0,0,67,0,0,62,1102,257,33,0,0,0,0,0,0,0,0
19100,Bolivar,1326,9,0,0,3,3,62,0,0,44,841,589,19,0,0,0,0,0,0,0,0
19110,Buenos Aires,256,3,0,0,1,6,70,0,0,51,1016,68,82,0,0,0,0,0,0,0,0
19130,Cajibio,74,23,0,0,1,2,48,0,0,34,674,260,28,0,0,0,0,0,0,0,0
19137,Caldono,107,4,0,0,3,1,36,0,0,21,428,98,6,0,0,0,0,0,0,0,0
19142,Caloto,260,15,0,0,2,56,106,0,0,74,1520,366,101,0,0,0,0,0,0,0,0
19212,Corinto,301,48,0,0,4,43,180,0,0,125,2569,517,75,0,0,0,0,0,0,0,0
19256,El Tambo,218,8,0,0,0,13,44,0,0,35,660,165,93,0,0,0,0,0,0,0,0
19290,Florencia,99,0,0,0,0,0,15,0,0,10,215,65,0,0,0,0,0,0,0,0,0
19300,Guachene ,127,5,0,0,0,5,188,0,0,163,3038,351,10,0,0,0,0,0,0,0,0
19318,Guapi,13,47,0,0,12,1,112,0,0,51,1082,508,1705,0,0,0,0,0,0,0,0
19355,Inza,384,2,0,0,0,3,24,0,0,18,357,140,33,0,0,0,0,0,0,0,0
19364,Jambalo,49,1,0,0,0,0,11,0,0,7,149,81,2,0,0,0,0,0,0,0,0
19392,La Sierra,135,6,0,0,0,16,17,0,0,23,311,169,28,0,0,0,0,0,0,0,0
19397,La Vega,596,4,0,0,0,1,26,0,0,28,431,654,11,0,0,0,0,0,0,0,0
19418,Lopez,1,7,0,0,3,1,28,0,0,16,309,168,376,0,0,0,0,0,0,0,0
19450,Mercaderes,1123,2,0,0,0,2,74,0,0,111,1356,485,13,0,0,0,0,0,0,0,0
19455,Miranda,120,8,0,0,0,15,0,0,0,11,46,420,29,0,0,0,0,0,0,0,0
19473,Morales,194,3,0,0,0,8,37,0,0,31,573,420,16,0,0,0,0,0,0,0,0
19513,Padilla,121,0,0,0,2,3,72,0,0,59,1110,170,4,0,0,0,0,0,0,0,0
19517,Paez,454,6,0,0,2,6,52,0,0,41,773,249,20,0,0,0,0,0,0,0,0
19532,Patia,828,18,0,0,4,35,219,0,0,172,3181,694,88,0,0,0,0,0,0,0,0
19533,Piamonte,0,0,0,0,0,0,16,0,0,12,249,177,487,0,0,0,0,0,0,0,0
19548,Piendamo,111,52,0,0,3,35,158,0,0,107,2282,381,75,0,0,0,0,0,0,0,0
19573,Puerto Tejada,22,11,0,0,0,5,0,0,0,30,120,661,10,0,0,0,0,0,0,0,0
19585,Purace,256,25,0,0,0,0,23,0,0,15,341,103,125,0,0,0,0,0,0,0,0
19622,Rosas,22,4,0,0,1,1,29,0,0,20,413,77,14,0,0,0,0,0,0,0,0
19693,San Sebastian,499,0,0,0,0,0,5,0,0,5,77,275,15,0,0,0,0,0,0,0,0
19698,Santander de Quilichao,589,75,595,0,0,174,1029,0,0,97,7235,2119,276,146,301,2053,0,0,0,0,0
19701,Santa Rosa,148,1,0,0,0,0,6,0,0,7,102,144,128,0,0,0,0,0,0,0,0
19743,Silvia,165,5,0,0,1,0,59,0,0,34,790,411,6,0,0,0,0,0,0,0,0
19760,Sotara,163,3,0,0,0,0,9,0,0,9,157,182,19,0,0,0,0,0,0,0,0
19780,Suarez,181,0,0,0,0,3,79,0,0,63,1221,69,47,0,0,0,0,0,0,0,0
19785,Sucre,358,2,0,0,0,2,4,0,0,9,92,179,9,0,0,0,0,0,0,0,0
19807,Timbio,207,69,0,0,3,31,179,0,0,133,2625,528,97,0,0,0,0,0,0,0,0
19809,Timbiqui,8,8,0,0,2,0,36,0,0,24,428,299,1340,0,0,0,0,0,0,0,0
19821,Toribio,55,6,0,0,0,4,38,0,0,26,532,67,21,0,0,0,0,0,0,0,0
19824,Totoro,35,2,0,0,0,0,15,0,0,15,250,42,16,0,0,0,0,0,0,0,0
19845,Villa Rica,16,3,0,0,2,3,201,0,0,129,2819,341,10,0,0,0,0,0,0,0,0
20001,Valledupar,1450,257,8056,0,0,33,5052,0,0,881,39043,7374,2069,0,0,0,0,1512,2630,10775,551
20011,Aguachica,379,30,943,0,0,14,761,0,0,316,14622,3658,290,0,0,0,0,236,85,3796,0
20013,Agustin Codazzi,868,14,665,0,0,30,367,0,0,194,6962,997,279,0,0,0,0,167,84,1770,0
20032,Astrea,423,1,0,0,0,10,110,0,0,130,1927,289,186,0,0,0,0,0,0,0,0
20045,Becerril,577,6,0,0,3,1,170,0,0,133,2546,605,87,0,0,0,0,0,0,0,0
20060,Bosconia,66,66,0,0,0,18,0,0,0,52,209,1182,476,0,0,0,0,0,0,0,0
20175,Chimichagua,735,28,0,0,0,17,0,0,0,77,306,761,191,0,0,0,0,0,0,0,0
20178,Chiriguana,1077,28,0,0,0,3,0,0,0,32,130,1318,35,0,0,0,0,0,0,0,0
20228,Curumani,659,30,0,0,0,8,0,0,0,54,216,1007,369,0,0,0,0,0,0,0,0
20238,El Copey,199,426,0,0,0,18,0,0,0,31,124,785,97,0,0,0,0,0,0,0,0
20250,El Paso,1396,7,0,0,0,2,0,0,0,51,204,2200,144,0,0,0,0,0,0,0,0
20295,Gamarra,251,3,0,0,1,3,131,0,0,121,2042,419,246,0,0,0,0,0,0,0,0
20310,Gonzalez,207,0,0,0,0,0,17,0,0,13,248,55,0,0,0,0,0,0,0,0,0
20383,La Gloria,187,9,0,0,0,19,92,0,0,84,1507,224,154,0,0,0,0,0,0,0,0
20400,La Jagua de Ibirico,314,27,0,0,0,73,0,0,0,19,81,1916,404,0,0,0,0,0,0,0,0
20443,Manaure,191,1,0,0,0,0,71,0,0,60,1123,152,52,0,0,0,0,0,0,0,0
20517,Pailitas,183,4,0,0,1,6,181,0,0,166,2981,743,225,0,0,0,0,0,0,0,0
20550,Pelaya,375,12,0,0,2,55,188,0,0,174,3078,784,148,0,0,0,0,0,0,0,0
20570,Pueblo Bello,71,4,0,0,0,14,88,0,0,93,1523,358,73,0,0,0,0,0,0,0,0
20614,Rio de Oro,351,2,0,0,3,0,115,0,0,85,1668,300,15,0,0,0,0,0,0,0,0
20621,La Paz,166,7,0,0,0,2,0,0,0,20,83,529,339,0,0,0,0,0,0,0,0
20710,San Alberto,2,4,0,0,0,0,0,0,0,4,15,274,151,0,0,0,0,0,0,0,0
20750,San Diego,233,10,0,0,3,14,185,0,0,152,2914,353,63,0,0,0,0,0,0,0,0
20770,San Martin,73,6,0,0,2,22,192,0,0,174,3133,413,555,0,0,0,0,0,0,0,0
20787,Tamalameque,335,4,0,0,5,5,109,0,0,108,1688,451,149,0,0,0,0,0,0,0,0
23001,Monteria,299,161,6701,0,0,87,4832,0,0,1275,39215,6492,5709,0,0,0,0,1256,2501,10461,494
23068,Ayapel,16,77,0,0,0,17,0,0,0,234,939,1006,219,0,0,0,0,0,0,0,0
23079,Buenavista,93,4,0,0,4,29,93,0,0,104,1436,257,411,0,0,0,0,0,0,0,0
23090,Canalete,4,35,0,0,1,3,34,0,0,42,577,133,569,0,0,0,0,0,0,0,0
23162,Cerete,292,22,358,0,0,159,526,0,0,462,10939,1207,936,0,0,0,0,90,124,2594,0
23168,Chima,171,33,0,0,0,25,47,0,0,84,916,122,37,0,0,0,0,0,0,0,0
23182,Chinu,409,28,0,0,0,161,0,0,0,42,171,505,211,0,0,0,0,0,0,0,0
23189,Cienaga de Oro,278,11,0,0,0,191,0,0,0,209,833,884,541,0,0,0,0,0,0,0,0
23300,Cotorra,44,6,0,0,0,11,90,0,0,133,1720,120,40,0,0,0,0,0,0,0,0
23350,La Apartada,2,2,0,0,5,2,145,0,0,141,2303,338,332,0,0,0,0,0,0,0,0
23417,Lorica,1128,88,248,0,0,284,425,0,0,516,9614,1543,1411,0,0,0,0,62,48,2157,0
23419,Los Cordobas,11,6,0,0,0,4,34,0,0,49,599,188,786,0,0,0,0,0,0,0,0
23464,Momil,511,238,0,0,2,35,110,0,0,127,1834,136,73,0,0,0,0,0,0,0,0
23466,Montelibano,68,60,776,0,0,29,442,0,0,272,8202,2431,1679,0,0,0,0,194,191,2056,0
23500,Monitos,59,6,0,0,1,55,72,0,0,98,1258,395,757,0,0,0,0,0,0,0,0
23555,Planeta Rica,129,46,390,0,0,100,322,0,0,233,6453,892,734,0,0,0,0,98,139,1594,0
23570,Pueblo Nuevo,148,19,0,0,3,45,126,0,0,168,2214,285,572,0,0,0,0,0,0,0,0
23574,Puerto Escondido,24,54,0,0,3,12,35,0,0,45,549,208,585,0,0,0,0,0,0,0,0
23580,Puerto Libertador,6,13,0,0,0,4,0,0,0,62,249,631,1048,0,0,0,0,0,0,0,0
23586,Purisima,241,2,0,0,2,15,96,0,0,106,1579,178,37,0,0,0,0,0,0,0,0
23660,Sahagun,1403,18,339,0,0,261,437,0,0,353,8501,1246,545,0,0,0,0,85,178,2028,0
23670,San Andres Sotavento,212,3,0,0,5,343,97,0,0,112,1521,146,456,0,0,0,0,0,0,0,0
23672,San Antero,627,5,0,0,0,41,0,0,0,67,267,636,387,0,0,0,0,0,0,0,0
23675,San Bernardo del Viento,201,20,0,0,5,108,140,0,0,157,2274,398,323,0,0,0,0,0,0,0,0
23678,San Carlos,156,4,0,0,1,23,73,0,0,111,1375,83,115,0,0,0,0,0,0,0,0
23682,San Jose de Ure(1),5,4,0,0,0,3,52,0,0,60,944,195,442,0,0,0,0,0,0,0,0
23686,San Pelayo,102,8,0,0,5,43,170,0,0,302,3305,308,296,0,0,0,0,0,0,0,0
23807,Tierralta,52,13,281,0,0,20,551,0,0,323,5569,1495,2506,70,44,1417,0,0,0,0,0
23815,Tuchin,47,4,0,0,1,73,23,0,0,41,427,20,82,0,0,0,0,0,0,0,0
23855,Valencia,3,11,0,0,11,7,160,0,0,188,2532,611,1162,0,0,0,0,0,0,0,0
25001,Agua de Dios,280,51,0,0,4,0,158,0,0,89,2096,852,6,0,0,0,0,0,0,0,0
25019,Alban,66,34,0,0,1,0,36,0,0,21,486,78,7,0,0,0,0,0,0,0,0
25035,Anapoima,6,10,0,0,12,1,113,0,0,38,1042,1353,10,0,0,0,0,0,0,0,0
25040,Anolaima,151,26,0,0,4,0,88,0,0,53,1149,82,10,0,0,0,0,0,0,0,0
25053,Arbelaez,27,9,0,0,1,1,59,0,0,27,705,178,4,0,0,0,0,0,0,0,0
25086,Beltran,54,9,0,0,0,0,18,0,0,15,292,114,1,0,0,0,0,0,0,0,0
25095,Bituima,17,5,0,0,0,0,9,0,0,6,125,49,2,0,0,0,0,0,0,0,0
25099,Bojaca,11,32,0,0,3,0,111,0,0,54,1381,95,2,0,0,0,0,0,0,0,0
25120,Cabrera,22,0,0,0,2,0,18,0,0,8,183,13,7,0,0,0,0,0,0,0,0
25123,Cachipay,11,25,0,0,1,1,58,0,0,28,759,136,8,0,0,0,0,0,0,0,0
25126,Cajica,15,159,2193,0,0,1,631,0,0,17,4170,711,40,0,0,0,0,412,156,1159,172
25148,Caparrapi,26,13,0,0,0,3,59,0,0,50,932,276,58,0,0,0,0,0,0,0,0
25151,Caqueza,19,11,0,0,5,0,104,0,0,44,1211,109,3,0,0,0,0,0,0,0,0
25154,Carmen de Carupa,41,1,0,0,0,0,29,0,0,19,431,107,5,0,0,0,0,0,0,0,0
25168,Chaguani,33,1,0,0,1,0,17,0,0,9,185,54,1,0,0,0,0,0,0,0,0
25175,Chia,58,652,1522,0,0,3,744,0,0,37,10078,686,109,0,0,0,0,380,135,2673,0
25178,Chipaque,86,7,0,0,0,0,31,0,0,17,376,77,0,0,0,0,0,0,0,0,0
25181,Choachi,46,9,0,0,4,0,75,0,0,31,808,158,2,0,0,0,0,0,0,0,0
25183,Choconta,35,5,0,0,2,0,83,0,0,36,990,74,0,0,0,0,0,0,0,0,0
25200,Cogua,5,91,0,0,1,0,158,0,0,71,1982,22,9,0,0,0,0,0,0,0,0
25214,Cota,44,142,0,0,0,0,0,0,0,5,21,314,17,0,0,0,0,0,0,0,0
25224,Cucunuba,52,4,0,0,0,0,15,0,0,8,194,64,0,0,0,0,0,0,0,0,0
25245,El Colegio,7,22,0,0,11,0,213,0,0,88,2457,603,11,0,0,0,0,0,0,0,0
25258,El Penon,15,2,0,0,0,0,12,0,0,7,160,100,2,0,0,0,0,0,0,0,0
25260,El Rosal,3,32,0,0,1,0,220,0,0,100,2808,161,3,0,0,0,0,0,0,0,0
25269,Facatativa,85,340,2838,0,0,2,892,0,0,48,12078,782,92,0,0,0,0,709,390,3200,0
25279,Fomeque,9,7,0,0,1,0,74,0,0,33,930,126,3,0,0,0,0,0,0,0,0
25281,Fosca,45,2,0,0,0,0,21,0,0,9,262,60,0,0,0,0,0,0,0,0,0
25286,Funza,14,199,2355,0,0,0,684,0,0,25,8926,862,18,0,0,0,0,588,269,2374,0
25288,Fuquene,15,6,0,0,0,0,14,0,0,5,163,35,3,0,0,0,0,0,0,0,0
25290,Fusagasuga,18,69,3168,0,0,3,2011,0,0,48,13648,3860,47,792,261,3899,0,0,0,0,0
25293,Gachala,87,33,0,0,0,0,23,0,0,14,312,95,1,0,0,0,0,0,0,0,0
25295,Gachancipa,9,42,0,0,2,0,107,0,0,47,1289,52,6,0,0,0,0,0,0,0,0
25297,Gacheta,25,6,0,0,1,0,56,0,0,24,682,133,5,0,0,0,0,0,0,0,0
25299,Gama,35,2,0,0,0,0,11,0,0,6,148,57,1,0,0,0,0,0,0,0,0
25307,Girardot,254,75,1496,0,0,89,1780,0,0,117,12705,3821,172,374,189,3615,0,0,0,0,0
25312,Granada,4,88,0,0,0,0,34,0,0,20,453,51,4,0,0,0,0,0,0,0,0
25317,Guacheta,63,57,0,0,0,0,53,0,0,29,718,54,3,0,0,0,0,0,0,0,0
25320,Guaduas,61,34,0,0,6,8,296,0,0,161,3844,815,42,0,0,0,0,0,0,0,0
25322,Guasca,30,17,0,0,0,0,91,0,0,40,1144,38,8,0,0,0,0,0,0,0,0
25324,Guataqui,185,10,0,0,0,1,13,0,0,9,183,118,2,0,0,0,0,0,0,0,0
25326,Guatavita,1,2,0,0,0,0,36,0,0,16,476,109,0,0,0,0,0,0,0,0,0
25328,Guayabal de Siquima,8,16,0,0,0,0,16,0,0,8,239,75,4,0,0,0,0,0,0,0,0
25335,Guayabetal,0,27,0,0,1,0,36,0,0,21,488,83,2,0,0,0,0,0,0,0,0
25339,Gutierrez,47,0,0,0,0,0,13,0,0,13,204,92,0,0,0,0,0,0,0,0,0
25368,Jerusalen,12,21,0,0,0,0,8,0,0,6,117,46,1,0,0,0,0,0,0,0,0
25372,Junin,74,14,0,0,0,0,15,0,0,11,201,195,3,0,0,0,0,0,0,0,0
25377,La Calera,6,61,0,0,13,0,230,0,0,92,2507,324,11,0,0,0,0,0,0,0,0
25386,La Mesa,59,29,0,0,9,6,270,0,0,115,3260,1066,22,0,0,0,0,0,0,0,0
25394,La Palma,112,12,0,0,1,3,62,0,0,41,891,208,22,0,0,0,0,0,0,0,0
25398,La Pena,50,9,0,0,0,1,13,0,0,10,207,45,5,0,0,0,0,0,0,0,0
25402,La Vega,2,15,0,0,3,1,71,0,0,27,816,296,10,0,0,0,0,0,0,0,0
25407,Lenguazaque,42,22,0,0,0,0,34,0,0,20,485,57,4,0,0,0,0,0,0,0,0
25426,Macheta,27,5,0,0,0,0,16,0,0,8,210,47,0,0,0,0,0,0,0,0,0
25430,Madrid,30,241,2162,0,0,0,688,0,0,29,9835,889,28,0,0,0,0,539,157,2612,0
25436,Manta,21,0,0,0,0,0,12,0,0,5,144,83,1,0,0,0,0,0,0,0,0
25438,Medina,19,2,0,0,0,0,65,0,0,47,968,264,10,0,0,0,0,0,0,0,0
25473,Mosquera,15,80,1876,0,0,0,824,0,0,29,11053,726,7,0,0,0,0,468,338,2941,0
25483,Narino,82,4,0,0,0,1,21,0,0,14,313,389,2,0,0,0,0,0,0,0,0
25486,Nemocon,13,3,0,0,0,0,116,0,0,54,1462,120,4,0,0,0,0,0,0,0,0
25488,Nilo,19,8,0,0,10,2,96,0,0,37,941,107,5,0,0,0,0,0,0,0,0
25489,Nimaima,41,9,0,0,0,2,20,0,0,8,222,54,4,0,0,0,0,0,0,0,0
25491,Nocaima,56,42,0,0,0,1,30,0,0,13,374,179,1,0,0,0,0,0,0,0,0
25506,Venecia,9,13,0,0,3,0,26,0,0,10,249,42,8,0,0,0,0,0,0,0,0
25513,Pacho,43,31,0,0,5,2,201,0,0,106,2576,539,48,0,0,0,0,0,0,0,0
25518,Paime,33,7,0,0,0,1,11,0,0,9,169,59,22,0,0,0,0,0,0,0,0
