cod,mpio_name,ADO|EU/LWAL+DNO/H:1,ADO|EU/LWAL+DNO/H:2,CR+PC/LWAL+DUL/H:1,CR+PC/LWAL+DUL/H:2,CR/LFINF+DUL/H:3,CR/LFINF+DUL/H:4,CR/LFINF+DUL/H:5,"CR/LFINF+DUL/H:6,10",CR/LWAL+DUL/H:1,CR/LWAL+DUL/H:2,MATO/LN,MCF/LWAL+DUL/H:1,MCF/LWAL+DUL/H:2,MCF/LWAL+DUL/H:3,MR/LWAL+DUL/H:2,MR/LWAL+DUL/H:3,MUR+ST/LWAL+DNO/H:1,MUR+ST/LWAL+DNO/H:2,MUR/LWAL+DNO/H:1,MUR/LWAL+DNO/H:2,MUR/LWAL+DNO/H:3,UNK,W+WO/LN+DNO/H:1,W+WO/LN+DNO/H:2,CR/LWAL+DUL/H:3,CR/LWAL+DUL/H:4,CR/LWAL+DUL/H:5,MR/LWAL+DUL/H:4,MR/LWAL+DUL/H:5,MR/LWAL+DUL/H:6,CR/LFINF+DUH/H:3,CR/LFINF+DUH/H:4,CR/LFINF+DUH/H:5,"CR/LFINF+DUH/H:6,10",CR/LWAL+DUH/H:1,CR/LWAL+DUH/H:2,CR/LWAL+DUH/H:3,CR/LWAL+DUH/H:4,CR/LWAL+DUH/H:5,MCF/LWAL+DUH/H:1,MCF/LWAL+DUH/H:2,MCF/LWAL+DUH/H:3,MR/LWAL+DUH/H:2,MR/LWAL+DUH/H:3,MR/LWAL+DUH/H:4,MR/LWAL+DUH/H:5,MR/LWAL+DUH/H:6,CR/LFINF+DUM/H:3,CR/LFINF+DUM/H:4,CR/LFINF+DUM/H:5,"CR/LFINF+DUM/H:6,10",CR/LWAL+DUM/H:1,CR/LWAL+DUM/H:2,CR/LWAL+DUM/H:3,CR/LWAL+DUM/H:4,CR/LWAL+DUM/H:5,"CR/LWAL+DUM/H:6,10",MCF/LWAL+DUM/H:1,MCF/LWAL+DUM/H:2,MCF/LWAL+DUM/H:3,MR/LWAL+DUM/H:2,MR/LWAL+DUM/H:3,MR/LWAL+DUM/H:4,MR/LWAL+DUM/H:5,MR/LWAL+DUM/H:6,"CR/LWAL+DUH/H:6,10","CR/LWAL+DUL/H:6,10"
25797,Tena,5,2,22,10,0,0,0,0,0,0,1,20,9,0,0,0,11,5,271,114,0,156,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25799,Tenjo,12,4,29,12,0,0,0,0,5,2,1,74,31,0,0,0,30,13,801,337,0,47,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25805,Tibacuy,24,7,6,2,0,0,0,0,0,0,0,10,4,0,0,0,7,3,145,62,0,68,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25807,Tibirita,6,2,1,0,0,0,0,0,0,0,0,5,2,0,0,0,4,1,64,25,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25815,Tocaima,203,75,43,18,0,0,0,0,30,15,24,166,69,0,0,0,63,30,1384,588,0,1284,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25817,Tocancipa,14,6,130,55,203,85,51,0,7,2,0,434,187,0,0,0,9,2,2387,1014,0,278,5,0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25823,Topaipi,16,5,8,3,0,0,0,0,2,1,8,13,5,0,0,0,7,3,131,53,0,62,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25839,Ubala,61,13,8,3,0,0,0,0,0,0,0,11,5,0,0,0,10,3,167,66,0,77,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25841,Ubaque,29,11,4,2,0,0,0,0,0,0,0,10,5,0,0,0,5,2,130,56,0,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25843,Villa de San Diego de Ubate,64,21,65,26,290,121,73,0,4,1,1,603,259,0,0,0,19,4,3433,1452,0,602,64,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25845,Une,84,26,8,4,0,0,0,0,0,0,4,29,12,0,0,0,23,8,432,174,0,85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25851,Utica,40,17,6,2,0,0,0,0,0,0,5,23,10,0,0,0,13,6,307,129,0,195,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25862,Vergara,32,11,18,7,0,0,0,0,1,0,6,14,6,0,0,0,10,3,189,75,0,97,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25867,Viani,9,4,5,2,0,0,0,0,0,0,0,13,6,0,0,0,9,4,187,79,0,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25871,Villagomez,18,6,18,8,0,0,0,0,0,0,1,6,2,0,0,0,4,1,76,30,0,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25873,Villapinzon,22,8,5,2,0,0,0,0,0,0,0,38,16,0,0,0,19,8,495,207,0,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25875,Villeta,12,3,97,40,0,0,0,0,7,3,45,200,85,0,0,0,84,41,2412,1030,0,1204,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25878,Viota,40,14,25,11,0,0,0,0,1,1,30,48,20,0,0,0,30,14,667,285,0,420,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25885,Yacopi,13,2,8,4,0,0,0,0,0,0,16,34,15,0,0,0,28,11,534,219,0,209,105,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25898,Zipacon,23,6,13,5,0,0,0,0,1,0,1,19,8,0,0,0,11,4,249,103,0,88,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25899,Zipaquira,94,35,101,44,1776,1184,592,0,0,0,3,541,214,18,0,0,37,7,7731,3011,261,933,54,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444,296,148,0,23,10,50,33,17,0,2042,805,70,0,0,0,0,0,0,0
27001,Quibdo,28,7,55,18,0,542,542,0,0,0,27,781,625,156,0,0,208,69,5903,4498,1125,3976,4942,32,0,0,0,0,0,0,0,135,135,0,58,47,12,176,176,1612,1290,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27006,Acandi,3,0,6,3,0,0,0,0,3,1,7,60,26,0,0,0,47,20,884,367,0,472,515,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27025,Alto Baudo,9,1,1,0,0,0,0,0,0,0,4,5,2,0,0,0,2,1,40,16,0,34,520,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27050,Atrato,1,0,4,1,0,0,0,0,1,1,2,31,13,0,0,0,24,11,469,198,0,256,321,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27073,Bagado,0,0,2,1,0,0,0,0,1,1,1,29,12,0,0,0,23,10,429,178,0,171,155,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27075,Bahia Solano,3,0,6,3,0,0,0,0,7,3,0,45,19,0,0,0,22,9,425,175,0,176,644,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27077,Bajo Baudo,3,0,4,2,0,0,0,0,2,1,1,24,10,0,0,0,16,7,324,135,0,74,705,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27099,Bojaya,2,1,1,0,0,0,0,0,1,0,0,10,4,0,0,0,6,3,127,53,0,199,973,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27135,El Canton del San Pablo,1,0,1,1,0,0,0,0,0,0,5,33,14,0,0,0,29,13,542,227,0,276,241,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27150,Carmen del Darien,5,0,1,0,0,0,0,0,0,0,3,2,1,0,0,0,2,0,18,5,0,12,633,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27160,Certegui,3,1,2,1,0,0,0,0,6,3,0,37,15,0,0,0,17,8,352,149,0,232,73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27205,Condoto,79,30,3,1,0,0,0,0,1,1,4,93,40,0,0,0,71,32,1422,597,0,504,268,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27245,El Carmen de Atrato,115,48,11,4,0,0,0,0,1,1,0,20,8,0,0,0,10,5,242,102,0,56,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27250,El Litoral del San Juan,2,0,18,6,0,0,0,0,1,0,1,5,2,0,0,0,3,1,46,19,0,56,495,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27361,Istmina,7,2,26,9,50,21,12,0,28,7,4,429,189,0,0,0,28,9,2166,912,0,1339,1175,17,21,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27372,Jurado,2,0,4,1,0,0,0,0,0,0,7,11,5,0,0,0,9,3,153,59,0,66,390,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27413,Lloro,4,1,0,0,0,0,0,0,2,1,1,29,12,0,0,0,24,9,398,162,0,214,426,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27425,Medio Atrato,1,0,0,0,0,0,0,0,0,0,1,7,3,0,0,0,6,2,96,40,0,41,493,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27430,Medio Baudo,3,1,3,1,0,0,0,0,1,0,3,11,5,0,0,0,9,4,164,69,0,109,1205,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27450,Medio San Juan,0,0,0,0,0,0,0,0,1,0,1,19,8,0,0,0,16,6,282,112,0,74,196,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27491,Novita,3,0,3,1,0,0,0,0,2,1,8,38,16,0,0,0,25,11,507,213,0,147,267,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27495,Nuqui,2,0,1,1,0,0,0,0,2,1,5,11,5,0,0,0,7,2,114,45,0,10,156,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27580,Rio Iro,0,0,2,1,0,0,0,0,4,2,3,28,11,0,0,0,20,8,325,131,0,158,250,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27600,Rio Quito,4,0,4,1,0,0,0,0,1,0,0,33,14,0,0,0,27,12,506,210,0,258,518,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27615,Riosucio,10,2,25,9,6,3,2,0,4,1,77,109,47,0,0,0,38,5,714,259,0,764,4559,23,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27660,San Jose del Palmar,16,4,8,3,0,0,0,0,3,1,14,23,9,0,0,0,15,6,262,106,0,163,122,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27745,Sipi,2,0,1,0,0,0,0,0,2,1,0,14,6,0,0,0,9,4,158,66,0,81,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27787,Tado,27,12,2,1,0,0,0,0,4,2,1,126,54,0,0,0,85,40,1799,762,0,504,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27800,Unguia,5,0,15,5,0,0,0,0,1,0,12,42,18,0,0,0,41,16,689,279,0,374,720,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27810,Union Panamericana,1,0,2,1,0,0,0,0,1,0,3,42,18,0,0,0,32,15,636,269,0,277,266,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41001,Neiva,436,135,190,74,0,2372,2372,2033,0,0,834,4215,3379,836,0,0,609,242,19669,15333,3833,13034,1891,40,0,0,0,0,0,0,0,445,445,381,139,104,35,485,485,5830,4664,1166,97,97,148,148,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416,0
41006,Acevedo,144,46,4,2,0,0,0,0,0,0,9,32,14,0,0,0,26,11,508,212,0,222,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41013,Agrado,407,145,2,1,0,0,0,0,4,2,30,44,19,0,0,0,27,12,538,226,0,311,51,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41016,Aipe,217,59,5,2,0,0,0,0,1,1,64,108,46,0,0,0,75,34,1602,675,0,763,50,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41020,Algeciras,176,17,1,1,0,0,0,0,1,1,34,104,44,0,0,0,102,41,1752,716,0,847,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41026,Altamira,125,50,1,0,0,0,0,0,0,0,3,26,11,0,0,0,19,8,393,163,0,134,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41078,Baraya,418,161,1,1,0,0,0,0,1,1,10,20,8,0,0,0,12,5,252,105,0,150,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41132,Campoalegre,361,86,42,17,45,19,11,0,6,1,25,556,239,0,0,0,74,25,3457,1441,0,957,13,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41206,Colombia,312,118,2,1,0,0,0,0,1,0,3,14,6,0,0,0,9,4,191,81,0,296,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41244,Elias,140,57,0,0,0,0,0,0,0,0,2,13,6,0,0,0,9,4,186,79,0,68,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41298,Garzon,700,227,17,6,0,389,389,0,0,0,127,341,273,68,0,0,74,29,2692,2105,526,1369,120,19,0,0,0,0,0,0,0,97,97,0,6,5,1,17,17,752,602,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41306,Gigante,319,110,7,3,0,0,0,0,5,3,9,131,56,0,0,0,90,39,1843,769,0,703,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41319,Guadalupe,154,56,2,1,0,0,0,0,1,1,31,59,25,0,0,0,51,21,931,383,0,254,65,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41349,Hobo,157,52,29,12,0,0,0,0,0,0,22,44,19,0,0,0,36,16,697,290,0,381,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41357,Iquira,270,100,10,4,0,0,0,0,1,0,21,24,10,0,0,0,22,9,391,162,0,579,58,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41359,Isnos,69,13,2,1,0,0,0,0,1,0,12,54,23,0,0,0,47,18,843,342,0,135,167,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41378,La Argentina,87,18,20,8,0,0,0,0,1,1,5,49,21,0,0,0,40,16,733,298,0,148,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41396,La Plata,516,141,16,6,75,31,19,0,6,1,30,557,240,0,0,0,53,16,3323,1387,0,1013,88,15,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41483,Nataga,230,65,1,0,0,0,0,0,1,1,2,16,7,0,0,0,13,5,231,95,0,133,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41503,Oporapa,243,79,0,0,0,0,0,0,1,0,6,22,10,0,0,0,18,7,338,140,0,102,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41518,Paicol,154,65,0,0,0,0,0,0,0,0,3,25,11,0,0,0,17,7,367,153,0,141,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41524,Palermo,423,118,1,1,0,0,0,0,4,2,35,169,72,0,0,0,105,51,2384,1016,0,841,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41530,Palestina,68,12,1,0,0,0,0,0,0,0,1,13,6,0,0,0,13,5,222,89,0,51,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41548,Pital,208,76,0,0,0,0,0,0,1,1,3,40,17,0,0,0,27,12,569,240,0,236,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41551,Pitalito,305,94,36,15,0,714,714,0,0,0,55,698,559,140,0,0,114,46,5244,4126,1031,2539,144,11,0,0,0,0,0,0,0,178,178,0,12,9,2,35,35,1478,1183,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41615,Rivera,278,62,8,4,0,0,0,0,4,2,20,153,65,0,0,0,106,48,2209,929,0,523,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41660,Saladoblanco,57,23,1,1,0,0,0,0,1,1,3,17,7,0,0,0,10,4,203,84,0,56,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41668,San Agustin,341,92,5,2,0,0,0,0,3,1,7,114,49,0,0,0,81,35,1668,697,0,462,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41676,Santa Maria,78,27,4,2,0,0,0,0,1,1,3,27,11,0,0,0,18,7,359,148,0,157,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41770,Suaza,221,79,1,0,0,0,0,0,2,1,15,53,23,0,0,0,36,17,766,323,0,189,34,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41791,Tarqui,393,138,4,2,0,0,0,0,2,1,25,57,24,0,0,0,44,19,850,354,0,281,42,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41797,Tesalia,199,75,1,0,0,0,0,0,1,1,3,66,28,0,0,0,47,22,994,420,0,339,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41799,Tello,316,100,3,1,0,0,0,0,1,0,15,51,22,0,0,0,45,20,840,350,0,410,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41801,Teruel,48,19,1,1,0,0,0,0,1,0,0,42,18,0,0,0,29,14,623,265,0,187,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41807,Timana,357,134,4,2,0,0,0,0,0,0,19,66,28,0,0,0,45,22,1001,426,0,206,28,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41872,Villavieja,461,154,13,5,0,0,0,0,1,0,7,37,16,0,0,0,38,15,639,260,0,305,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41885,Yaguara,125,50,1,1,0,0,0,0,2,1,13,68,29,0,0,0,41,20,945,402,0,268,20,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44001,Riohacha,595,85,89,26,1000,667,333,0,0,0,1304,695,272,26,0,0,247,67,11755,4398,447,2280,768,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,167,83,0,44,19,94,63,31,0,3024,1176,120,0,0,0,0,0,0,0
